"user_id;""event_code"";""data1"";""data2"";""data3"";""timestamp"";""session_id"""
"42;""8"";""80 total bookmarks"";""7 folders"";""folder depth 1"";""1289268438279"";"""""
"45;""8"";""20 total bookmarks"";""2 folders"";""folder depth 1"";""1289255136063"";"""""
"45;""8"";""20 total bookmarks"";""2 folders"";""folder depth 1"";""1289255961818"";"""""
"45;""8"";""20 total bookmarks"";""2 folders"";""folder depth 1"";""1289258615020"";"""""
"47;""8"";""9 total bookmarks"";""4 folders"";""folder depth 1"";""1289254736929"";"""""
"47;""8"";""9 total bookmarks"";""4 folders"";""folder depth 1"";""1289259982588"";"""""
"48;""8"";""604 total bookmarks"";""26 folders"";""folder depth 2"";""1289277267181"";"""""
"49;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289256926357"";"""""
"49;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289256994382"";"""""
"49;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289257305435"";"""""
"49;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289258296607"";"""""
"51;""8"";""34 total bookmarks"";""5 folders"";""folder depth 1"";""1289257077598"";"""""
"51;""8"";""34 total bookmarks"";""5 folders"";""folder depth 1"";""1289257292694"";"""""
"51;""8"";""34 total bookmarks"";""5 folders"";""folder depth 1"";""1289259508276"";"""""
"51;""8"";""34 total bookmarks"";""5 folders"";""folder depth 1"";""1289264484840"";"""""
"51;""8"";""34 total bookmarks"";""5 folders"";""folder depth 1"";""1289264589543"";"""""
"53;""8"";""16 total bookmarks"";""3 folders"";""folder depth 1"";""1289257350636"";"""""
"55;""8"";""10 total bookmarks"";""1 folders"";""folder depth 1"";""1289252846443"";"""""
"55;""8"";""10 total bookmarks"";""1 folders"";""folder depth 1"";""1289276178254"";"""""
"55;""8"";""10 total bookmarks"";""1 folders"";""folder depth 1"";""1289277826345"";"""""
"61;""8"";""55 total bookmarks"";""5 folders"";""folder depth 2"";""1289263449953"";"""""
"61;""8"";""55 total bookmarks"";""5 folders"";""folder depth 2"";""1289271838316"";"""""
"61;""8"";""55 total bookmarks"";""5 folders"";""folder depth 2"";""1289273914469"";"""""
"63;""8"";""314 total bookmarks"";""50 folders"";""folder depth 4"";""1289277711709"";"""""
"70;""8"";""380 total bookmarks"";""8 folders"";""folder depth 2"";""1289254880348"";"""""
"70;""8"";""380 total bookmarks"";""8 folders"";""folder depth 2"";""1289256128673"";"""""
"70;""8"";""380 total bookmarks"";""8 folders"";""folder depth 2"";""1289263387726"";"""""
"71;""8"";""363 total bookmarks"";""99 folders"";""folder depth 3"";""1289263480039"";"""""
"72;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289262710590"";"""""
"72;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289263932136"";"""""
"72;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289266828841"";"""""
"72;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289266964551"";"""""
"72;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289269554074"";"""""
"72;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289270085683"";"""""
"73;""8"";""42 total bookmarks"";""1 folders"";""folder depth 1"";""1289278591524"";"""""
"76;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289257038391"";"""""
"76;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289257238451"";"""""
"81;""8"";""23 total bookmarks"";""2 folders"";""folder depth 1"";""1289271968081"";"""""
"82;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289261814385"";"""""
"82;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289261894222"";"""""
"82;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289265635488"";"""""
"82;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289267421090"";"""""
"82;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289268024901"";"""""
"82;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289268566967"";"""""
"82;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289268760189"";"""""
"82;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289269169120"";"""""
"82;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289269607255"";"""""
"82;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289269792822"";"""""
"82;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289270013559"";"""""
"82;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289278228636"";"""""
"84;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289254743010"";"""""
"84;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289267472323"";"""""
"85;""8"";""124 total bookmarks"";""29 folders"";""folder depth 2"";""1289258163886"";"""""
"88;""8"";""176 total bookmarks"";""2 folders"";""folder depth 1"";""1289255686568"";"""""
"88;""8"";""176 total bookmarks"";""2 folders"";""folder depth 1"";""1289262896640"";"""""
"89;""8"";""244 total bookmarks"";""24 folders"";""folder depth 2"";""1289268754087"";"""""
"90;""8"";""36 total bookmarks"";""7 folders"";""folder depth 1"";""1289266506667"";"""""
"90;""8"";""36 total bookmarks"";""7 folders"";""folder depth 1"";""1289271477333"";"""""
"93;""8"";""95 total bookmarks"";""1 folders"";""folder depth 1"";""1289254063080"";"""""
"93;""8"";""95 total bookmarks"";""1 folders"";""folder depth 1"";""1289264173324"";"""""
"93;""8"";""95 total bookmarks"";""1 folders"";""folder depth 1"";""1289264763893"";"""""
"97;""8"";""15 total bookmarks"";""2 folders"";""folder depth 1"";""1289261859960"";"""""
"102;""8"";""133 total bookmarks"";""10 folders"";""folder depth 2"";""1289265334580"";"""""
"104;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289258616125"";"""""
"104;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289258972464"";"""""
"104;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289259397227"";"""""
"104;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289260274318"";"""""
"104;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289264013406"";"""""
"117;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289254611462"";"""""
"117;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289254654034"";"""""
"117;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289256174811"";"""""
"117;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289256213421"";"""""
"117;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289271387404"";"""""
"117;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289271416476"";"""""
"117;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289272201319"";"""""
"118;""8"";""46 total bookmarks"";""2 folders"";""folder depth 1"";""1289271700148"";"""""
"118;""8"";""46 total bookmarks"";""2 folders"";""folder depth 1"";""1289278365699"";"""""
"119;""8"";""102 total bookmarks"";""2 folders"";""folder depth 1"";""1289264195212"";"""""
"122;""8"";""22 total bookmarks"";""3 folders"";""folder depth 1"";""1289256079123"";"""""
"122;""8"";""22 total bookmarks"";""3 folders"";""folder depth 1"";""1289256174191"";"""""
"122;""8"";""22 total bookmarks"";""3 folders"";""folder depth 1"";""1289256208124"";"""""
"126;""8"";""7 total bookmarks"";""1 folders"";""folder depth 1"";""1289255190835"";"""""
"126;""8"";""7 total bookmarks"";""1 folders"";""folder depth 1"";""1289258425595"";"""""
"126;""8"";""7 total bookmarks"";""1 folders"";""folder depth 1"";""1289263846779"";"""""
"126;""8"";""7 total bookmarks"";""1 folders"";""folder depth 1"";""1289264085077"";"""""
"126;""8"";""7 total bookmarks"";""1 folders"";""folder depth 1"";""1289264129725"";"""""
"126;""8"";""7 total bookmarks"";""1 folders"";""folder depth 1"";""1289264761972"";"""""
"126;""8"";""7 total bookmarks"";""1 folders"";""folder depth 1"";""1289269346735"";"""""
"126;""8"";""7 total bookmarks"";""1 folders"";""folder depth 1"";""1289273266966"";"""""
"126;""8"";""7 total bookmarks"";""1 folders"";""folder depth 1"";""1289273646491"";"""""
"128;""8"";""13 total bookmarks"";""3 folders"";""folder depth 1"";""1289275265848"";"""""
"128;""8"";""13 total bookmarks"";""3 folders"";""folder depth 1"";""1289275351342"";"""""
"128;""8"";""13 total bookmarks"";""3 folders"";""folder depth 1"";""1289276788393"";"""""
"128;""8"";""13 total bookmarks"";""3 folders"";""folder depth 1"";""1289276847170"";"""""
"130;""8"";""14 total bookmarks"";""2 folders"";""folder depth 1"";""1289270697896"";"""""
"131;""8"";""110 total bookmarks"";""29 folders"";""folder depth 2"";""1289264958888"";"""""
"132;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289263259246"";"""""
"132;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289270223832"";"""""
"133;""8"";""26 total bookmarks"";""5 folders"";""folder depth 2"";""1289257425081"";"""""
"133;""8"";""26 total bookmarks"";""5 folders"";""folder depth 2"";""1289260061020"";"""""
"136;""8"";""15 total bookmarks"";""2 folders"";""folder depth 1"";""1289253101097"";"""""
"137;""8"";""19 total bookmarks"";""2 folders"";""folder depth 1"";""1289267476412"";"""""
"137;""8"";""19 total bookmarks"";""2 folders"";""folder depth 1"";""1289278440066"";"""""
"141;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289275878616"";"""""
"144;""8"";""13 total bookmarks"";""2 folders"";""folder depth 1"";""1289276195374"";"""""
"146;""8"";""35 total bookmarks"";""2 folders"";""folder depth 1"";""1289256749839"";"""""
"147;""8"";""41 total bookmarks"";""8 folders"";""folder depth 2"";""1289261801597"";"""""
"152;""8"";""99 total bookmarks"";""7 folders"";""folder depth 2"";""1289253121043"";"""""
"152;""8"";""99 total bookmarks"";""7 folders"";""folder depth 2"";""1289263681641"";"""""
"152;""8"";""99 total bookmarks"";""7 folders"";""folder depth 2"";""1289263904653"";"""""
"152;""8"";""99 total bookmarks"";""7 folders"";""folder depth 2"";""1289264087849"";"""""
"152;""8"";""99 total bookmarks"";""7 folders"";""folder depth 2"";""1289264239936"";"""""
"152;""8"";""99 total bookmarks"";""7 folders"";""folder depth 2"";""1289264872238"";"""""
"154;""8"";""15 total bookmarks"";""2 folders"";""folder depth 1"";""1289272712335"";"""""
"163;""8"";""46 total bookmarks"";""6 folders"";""folder depth 1"";""1289268097692"";"""""
"165;""8"";""12 total bookmarks"";""2 folders"";""folder depth 1"";""1289253385268"";"""""
"167;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289278032878"";"""""
"169;""8"";""17 total bookmarks"";""3 folders"";""folder depth 1"";""1289258265468"";"""""
"170;""8"";""63 total bookmarks"";""1 folders"";""folder depth 1"";""1289273324071"";"""""
"171;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289253497366"";"""""
"171;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289258429175"";"""""
"171;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289258721599"";"""""
"171;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289264095493"";"""""
"174;""8"";""14 total bookmarks"";""4 folders"";""folder depth 2"";""1289257800561"";"""""
"174;""8"";""14 total bookmarks"";""4 folders"";""folder depth 2"";""1289262744766"";"""""
"174;""8"";""14 total bookmarks"";""4 folders"";""folder depth 2"";""1289263870635"";"""""
"176;""8"";""33 total bookmarks"";""0 folders"";""folder depth 0"";""1289254579014"";"""""
"180;""8"";""10 total bookmarks"";""2 folders"";""folder depth 1"";""1289274556903"";"""""
"182;""8"";""15 total bookmarks"";""2 folders"";""folder depth 1"";""1289260063719"";"""""
"182;""8"";""15 total bookmarks"";""2 folders"";""folder depth 1"";""1289266636209"";"""""
"183;""8"";""44 total bookmarks"";""4 folders"";""folder depth 1"";""1289253366271"";"""""
"183;""8"";""44 total bookmarks"";""4 folders"";""folder depth 1"";""1289254188727"";"""""
"189;""8"";""636 total bookmarks"";""6 folders"";""folder depth 2"";""1289266070020"";"""""
"190;""8"";""29 total bookmarks"";""1 folders"";""folder depth 1"";""1289256593385"";"""""
"190;""8"";""29 total bookmarks"";""1 folders"";""folder depth 1"";""1289257633122"";"""""
"190;""8"";""29 total bookmarks"";""1 folders"";""folder depth 1"";""1289257886136"";"""""
"196;""8"";""27 total bookmarks"";""5 folders"";""folder depth 1"";""1289270927816"";"""""
"196;""8"";""27 total bookmarks"";""5 folders"";""folder depth 1"";""1289270980734"";"""""
"199;""8"";""64 total bookmarks"";""1 folders"";""folder depth 1"";""1289256630366"";"""""
"200;""8"";""187 total bookmarks"";""8 folders"";""folder depth 1"";""1289256283540"";"""""
"201;""8"";""14 total bookmarks"";""2 folders"";""folder depth 1"";""1289269643350"";"""""
"201;""8"";""14 total bookmarks"";""2 folders"";""folder depth 1"";""1289273520902"";"""""
"201;""8"";""14 total bookmarks"";""2 folders"";""folder depth 1"";""1289273872861"";"""""
"204;""8"";""252 total bookmarks"";""100 folders"";""folder depth 1"";""1289274888084"";"""""
"205;""8"";""16 total bookmarks"";""6 folders"";""folder depth 2"";""1289258331442"";"""""
"205;""8"";""16 total bookmarks"";""6 folders"";""folder depth 2"";""1289259035688"";"""""
"205;""8"";""16 total bookmarks"";""6 folders"";""folder depth 2"";""1289259700925"";"""""
"205;""8"";""16 total bookmarks"";""6 folders"";""folder depth 2"";""1289259749284"";"""""
"205;""8"";""16 total bookmarks"";""6 folders"";""folder depth 2"";""1289268832886"";"""""
"205;""8"";""16 total bookmarks"";""6 folders"";""folder depth 2"";""1289271836542"";"""""
"205;""8"";""16 total bookmarks"";""6 folders"";""folder depth 2"";""1289272297509"";"""""
"205;""8"";""16 total bookmarks"";""6 folders"";""folder depth 2"";""1289272443402"";"""""
"205;""8"";""16 total bookmarks"";""6 folders"";""folder depth 2"";""1289273968548"";"""""
"205;""8"";""16 total bookmarks"";""6 folders"";""folder depth 2"";""1289275338817"";"""""
"206;""8"";""135 total bookmarks"";""12 folders"";""folder depth 1"";""1289257660855"";"""""
"207;""8"";""18 total bookmarks"";""2 folders"";""folder depth 1"";""1289253997937"";"""""
"208;""8"";""122 total bookmarks"";""16 folders"";""folder depth 2"";""1289253671034"";"""""
"208;""8"";""122 total bookmarks"";""16 folders"";""folder depth 2"";""1289253757033"";"""""
"208;""8"";""122 total bookmarks"";""16 folders"";""folder depth 2"";""1289255440243"";"""""
"208;""8"";""122 total bookmarks"";""16 folders"";""folder depth 2"";""1289255495561"";"""""
"208;""8"";""122 total bookmarks"";""16 folders"";""folder depth 2"";""1289255575744"";"""""
"208;""8"";""122 total bookmarks"";""16 folders"";""folder depth 2"";""1289255627977"";"""""
"208;""8"";""122 total bookmarks"";""16 folders"";""folder depth 2"";""1289255755749"";"""""
"208;""8"";""122 total bookmarks"";""16 folders"";""folder depth 2"";""1289255859158"";"""""
"211;""8"";""57 total bookmarks"";""2 folders"";""folder depth 1"";""1289266749299"";"""""
"212;""8"";""36 total bookmarks"";""0 folders"";""folder depth 0"";""1289257556987"";"""""
"212;""8"";""36 total bookmarks"";""0 folders"";""folder depth 0"";""1289258587971"";"""""
"213;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289257642885"";"""""
"213;""8"";""9 total bookmarks"";""2 folders"";""folder depth 1"";""1289258269708"";"""""
"215;""8"";""56 total bookmarks"";""1 folders"";""folder depth 1"";""1289253440874"";"""""
"215;""8"";""56 total bookmarks"";""1 folders"";""folder depth 1"";""1289256421621"";"""""
"215;""8"";""56 total bookmarks"";""1 folders"";""folder depth 1"";""1289262467116"";"""""
"215;""8"";""56 total bookmarks"";""1 folders"";""folder depth 1"";""1289266631783"";"""""
"215;""8"";""57 total bookmarks"";""1 folders"";""folder depth 1"";""1289271455056"";"""""
"215;""8"";""57 total bookmarks"";""1 folders"";""folder depth 1"";""1289275196374"";"""""
"216;""8"";""188 total bookmarks"";""26 folders"";""folder depth 3"";""1289254253380"";"""""
"216;""8"";""188 total bookmarks"";""26 folders"";""folder depth 3"";""1289257109658"";"""""
"216;""8"";""188 total bookmarks"";""26 folders"";""folder depth 3"";""1289262115900"";"""""
"216;""8"";""188 total bookmarks"";""26 folders"";""folder depth 3"";""1289262741594"";"""""
"216;""8"";""188 total bookmarks"";""26 folders"";""folder depth 3"";""1289263798280"";"""""
"216;""8"";""188 total bookmarks"";""26 folders"";""folder depth 3"";""1289265177551"";"""""
"216;""8"";""188 total bookmarks"";""26 folders"";""folder depth 3"";""1289266077669"";"""""
"217;""8"";""38 total bookmarks"";""5 folders"";""folder depth 1"";""1289262199263"";"""""
"222;""8"";""14 total bookmarks"";""2 folders"";""folder depth 1"";""1289253535280"";"""""
"227;""8"";""188 total bookmarks"";""20 folders"";""folder depth 2"";""1289256476221"";"""""
"227;""8"";""188 total bookmarks"";""20 folders"";""folder depth 2"";""1289257163324"";"""""
"228;""8"";""68 total bookmarks"";""1 folders"";""folder depth 1"";""1289278645648"";"""""
"239;""8"";""40 total bookmarks"";""3 folders"";""folder depth 1"";""1289255481433"";"""""
"239;""8"";""40 total bookmarks"";""3 folders"";""folder depth 1"";""1289258467070"";"""""
"239;""8"";""40 total bookmarks"";""3 folders"";""folder depth 1"";""1289265534573"";"""""
"240;""8"";""19 total bookmarks"";""3 folders"";""folder depth 1"";""1289270411671"";"""""
"241;""8"";""102 total bookmarks"";""7 folders"";""folder depth 1"";""1289262884422"";"""""
"241;""8"";""102 total bookmarks"";""7 folders"";""folder depth 1"";""1289268499386"";"""""
"241;""8"";""102 total bookmarks"";""7 folders"";""folder depth 1"";""1289271283622"";"""""
"244;""8"";""115 total bookmarks"";""16 folders"";""folder depth 2"";""1289275858586"";"""""
"248;""8"";""30 total bookmarks"";""7 folders"";""folder depth 1"";""1289274818094"";"""""
"252;""8"";""14 total bookmarks"";""1 folders"";""folder depth 1"";""1289262732080"";"""""
"252;""8"";""14 total bookmarks"";""1 folders"";""folder depth 1"";""1289266025854"";"""""
"252;""8"";""14 total bookmarks"";""1 folders"";""folder depth 1"";""1289267123360"";"""""
"253;""8"";""55 total bookmarks"";""2 folders"";""folder depth 1"";""1289278530162"";"""""
"254;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289258387729"";"""""
"254;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289260384968"";"""""
"254;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289264788982"";"""""
"254;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289266441947"";"""""
"255;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289259469403"";"""""
"255;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289265319469"";"""""
"255;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289267716709"";"""""
"255;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289269493431"";"""""
"255;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289271996568"";"""""
"255;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289274408262"";"""""
"255;""8"";""11 total bookmarks"";""2 folders"";""folder depth 1"";""1289278076532"";"""""
"257;""8"";""78 total bookmarks"";""4 folders"";""folder depth 1"";""1289262517775"";"""""
"257;""8"";""78 total bookmarks"";""4 folders"";""folder depth 1"";""1289265734890"";"""""
"259;""8"";""419 total bookmarks"";""28 folders"";""folder depth 3"";""1289254083327"";"""""
"262;""8"";""20 total bookmarks"";""2 folders"";""folder depth 1"";""1289273324380"";"""""
"273;""8"";""14 total bookmarks"";""2 folders"";""folder depth 1"";""1289253335914"";"""""
"275;""8"";""33 total bookmarks"";""3 folders"";""folder depth 1"";""1289255838188"";"""""
"275;""8"";""33 total bookmarks"";""3 folders"";""folder depth 1"";""1289256025941"";"""""
"275;""8"";""33 total bookmarks"";""3 folders"";""folder depth 1"";""1289256672737"";"""""
"275;""8"";""33 total bookmarks"";""3 folders"";""folder depth 1"";""1289257540502"";"""""
"275;""8"";""33 total bookmarks"";""3 folders"";""folder depth 1"";""1289261140749"";"""""
"275;""8"";""33 total bookmarks"";""3 folders"";""folder depth 1"";""1289263002191"";"""""
"275;""8"";""33 total bookmarks"";""3 folders"";""folder depth 1"";""1289267039667"";"""""
"280;""8"";""13 total bookmarks"";""2 folders"";""folder depth 1"";""1289254817401"";"""""
"280;""8"";""13 total bookmarks"";""2 folders"";""folder depth 1"";""1289265681092"";"""""
"280;""8"";""13 total bookmarks"";""2 folders"";""folder depth 1"";""1289268506314"";"""""
"280;""8"";""13 total bookmarks"";""2 folders"";""folder depth 1"";""1289269718603"";"""""
"284;""8"";""46 total bookmarks"";""7 folders"";""folder depth 1"";""1289262352020"";"""""
"286;""8"";""23 total bookmarks"";""1 folders"";""folder depth 1"";""1289258528896"";"""""
"286;""8"";""23 total bookmarks"";""1 folders"";""folder depth 1"";""1289271698997"";"""""
"287;""8"";""29 total bookmarks"";""6 folders"";""folder depth 1"";""1289278580576"";"""""
"290;""8"";""14 total bookmarks"";""2 folders"";""folder depth 1"";""1289259383921"";"""""
"294;""8"";""438 total bookmarks"";""25 folders"";""folder depth 2"";""1289258094513"";"""""
"294;""8"";""438 total bookmarks"";""25 folders"";""folder depth 2"";""1289261583432"";"""""
"294;""8"";""438 total bookmarks"";""25 folders"";""folder depth 2"";""1289266137365"";"""""
"296;""8"";""27 total bookmarks"";""6 folders"";""folder depth 1"";""1289269027329"";"""""
"296;""8"";""27 total bookmarks"";""6 folders"";""folder depth 1"";""1289271590572"";"""""
"296;""8"";""27 total bookmarks"";""6 folders"";""folder depth 1"";""1289277624743"";"""""
"298;""8"";""56 total bookmarks"";""6 folders"";""folder depth 1"";""1289260969570"";"""""
"298;""8"";""56 total bookmarks"";""6 folders"";""folder depth 1"";""1289270095326"";"""""
"299;""8"";""90 total bookmarks"";""2 folders"";""folder depth 1"";""1289258105455"";"""""
"299;""8"";""90 total bookmarks"";""2 folders"";""folder depth 1"";""1289274885181"";"""""
"304;""8"";""36 total bookmarks"";""2 folders"";""folder depth 1"";""1289266242358"";"""""
"304;""8"";""36 total bookmarks"";""2 folders"";""folder depth 1"";""1289266400975"";"""""
"304;""8"";""36 total bookmarks"";""2 folders"";""folder depth 1"";""1289266486663"";"""""
"304;""8"";""36 total bookmarks"";""2 folders"";""folder depth 1"";""1289267510360"";"""""
"304;""8"";""36 total bookmarks"";""2 folders"";""folder depth 1"";""1289267746286"";"""""
"304;""8"";""36 total bookmarks"";""2 folders"";""folder depth 1"";""1289268922192"";"""""
"304;""8"";""36 total bookmarks"";""2 folders"";""folder depth 1"";""1289269048619"";"""""
"304;""8"";""36 total bookmarks"";""2 folders"";""folder depth 1"";""1289275767619"";"""""
"304;""8"";""36 total bookmarks"";""2 folders"";""folder depth 1"";""1289276207922"";"""""
"304;""8"";""36 total bookmarks"";""2 folders"";""folder depth 1"";""1289276488961"";"""""
"304;""8"";""36 total bookmarks"";""2 folders"";""folder depth 1"";""1289276658790"";"""""
"305;""8"";""17 total bookmarks"";""3 folders"";""folder depth 1"";""1289261678710"";"""""
"306;""8"";""18 total bookmarks"";""3 folders"";""folder depth 1"";""1289255950607"";"""""
"306;""8"";""18 total bookmarks"";""3 folders"";""folder depth 1"";""1289258253220"";"""""
"307;""8"";""33 total bookmarks"";""5 folders"";""folder depth 1"";""1289253653937"";"""""
"312;""8"";""13 total bookmarks"";""2 folders"";""folder depth 1"";""1289258038432"";"""""
"312;""8"";""13 total bookmarks"";""2 folders"";""folder depth 1"";""1289258774439"";"""""
"312;""8"";""13 total bookmarks"";""2 folders"";""folder depth 1"";""1289263262153"";"""""
"313;""8"";""90 total bookmarks"";""5 folders"";""folder depth 1"";""1289265315631"";"""""
"315;""8"";""28 total bookmarks"";""2 folders"";""folder depth 1"";""1289269604627"";"""""
"315;""8"";""28 total bookmarks"";""2 folders"";""folder depth 1"";""1289272460635"";"""""
"316;""8"";""25 total bookmarks"";""1 folders"";""folder depth 1"";""1289268711645"";"""""
"316;""8"";""25 total bookmarks"";""1 folders"";""folder depth 1"";""1289270580241"";"""""
