user_id,num_tabs
223,9
223,10
223,11
223,12
223,13
223,14
223,15
227,0
227,1
227,2
227,3
227,4
227,5
227,6
227,7
227,8
227,9
227,10
227,11
227,12
227,13
228,1
230,32
230,33
236,0
236,1
236,2
236,3
236,4
236,5
236,6
236,7
236,8
237,15
237,16
237,17
237,18
237,19
237,20
237,21
237,22
237,23
237,24
237,25
237,26
239,0
239,1
239,2
239,3
239,4
239,5
239,6
240,0
240,1
240,2
241,0
241,1
241,2
241,3
241,4
243,0
243,1
243,2
243,3
244,1
244,2
244,3
244,4
244,5
244,6
244,7
244,8
244,9
244,10
244,11
248,0
248,1
248,2
248,3
248,4
252,0
252,1
252,2
252,3
252,4
252,5
253,0
253,1
254,0
254,1
254,3
255,0
255,1
255,2
255,3
255,4
255,5
255,6
255,7
255,8
255,9
257,0
257,1
257,2
259,0
259,1
262,1
262,2
262,3
263,1
263,2
263,3
265,0
265,1
267,27
268,0
268,1
268,2
268,3
268,4
268,5
273,0
273,1
273,2
274,1
275,0
275,1
275,2
275,3
279,0
279,5
279,6
279,7
279,8
279,9
280,0
280,4
280,5
280,6
280,7
280,8
280,9
280,10
280,11
282,0
282,4
282,5
282,6
284,0
284,1
286,0
286,1
287,2
288,0
288,1
288,2
288,3
288,4
289,1
289,2
289,3
289,4
289,5
289,6
289,7
289,8
290,0
290,1
290,2
290,3
292,0
292,1
292,2
293,0
293,1
293,2
293,3
294,0
294,1
294,2
294,3
294,4
294,5
294,6
294,7
294,8
296,0
296,1
297,0
297,1
297,2
297,3
297,4
298,0
298,1
298,2
298,3
298,4
298,5
299,0
299,1
304,0
304,1
304,2
304,3
305,0
305,1
305,2
305,3
305,4
306,0
306,1
307,0
307,1
307,2
307,3
312,0
312,1
312,2
312,3
312,4
312,5
312,6
312,7
313,1
313,2
313,3
313,4
313,5
313,6
313,7
314,0
314,1
314,2
315,0
315,1
315,2
316,0
316,1
317,29
317,30
317,31
317,32
317,33
319,1
319,2
319,3
320,0
320,1
320,2
320,3
320,4
321,0
321,1
321,2
321,3
321,4
321,5
321,6
321,7
321,8
321,9
321,10
321,11
321,12
324,0
324,1
325,0
325,3
325,4
325,5
325,6
325,7
325,8
325,9
327,0
327,1
327,2
327,3
329,0
329,1
329,2
329,3
331,0
331,1
331,2
331,3
331,4
331,5
335,0
335,1
335,2
335,3
338,0
338,1
338,2
338,3
338,4
338,5
341,0
341,1
341,2
341,3
342,0
342,1
342,2
342,3
343,1
343,2
343,3
343,4
343,5
343,6
343,7
344,0
344,1
344,2
344,3
344,4
344,5
345,0
345,12
345,13
345,14
345,15
345,16
345,17
345,18
350,0
350,1
350,2
350,3
350,4
350,5
350,6
351,0
351,1
351,2
351,3
351,4
351,5
351,6
351,7
351,8
352,0
352,1
352,2
352,3
356,0
356,1
356,2
356,3
356,4
357,1
357,2
357,3
357,4
357,5
357,6
357,7
357,8
357,9
357,10
357,11
357,12
357,13
357,14
357,15
357,16
357,17
357,18
357,19
357,20
357,21
357,22
357,23
357,24
357,25
357,26
359,0
359,1
359,2
359,3
359,4
359,5
359,6
359,7
359,8
359,9
360,0
360,1
360,2
364,0
364,1
364,2
364,3
364,4
364,5
364,6
364,7
364,8
364,9
364,10
365,1
365,2
365,3
365,4
365,5
365,6
365,7
366,2
366,3
366,4
366,5
366,6
369,0
369,1
372,1
372,2
372,3
374,1
374,2
374,3
374,4
374,5
376,0
376,1
377,3
378,0
378,1
378,2
378,3
378,4
378,5
378,6
378,7
378,8
380,0
380,1
380,2
380,3
380,4
380,5
381,0
381,2
381,3
381,4
381,5
381,6
382,0
382,1
382,2
386,4
386,5
386,6
386,7
386,8
388,0
388,4
388,6
388,19
388,21
388,22
388,23
388,24
388,25
388,26
388,27
388,28
388,29
388,30
388,31
388,32
388,33
388,34
388,35
389,0
389,1
389,2
389,3
389,4
391,0
391,1
391,2
392,0
392,1
392,2
394,0
394,3
394,4
394,5
394,6
395,0
395,1
395,2
395,3
395,4
395,5
398,0
398,1
398,2
398,3
399,0
399,1
399,2
399,3
399,4
399,5
399,6
399,7
399,8
399,9
399,10
399,11
399,12
399,13
399,14
399,15
399,16
399,17
399,18
399,19
399,20
399,21
399,22
399,23
399,24
399,25
400,0
400,1
401,1
402,2
402,3
402,4
402,5
406,0
406,1
406,2
407,2
409,1
412,0
412,1
412,2
412,3
412,4
412,5
415,0
415,1
415,2
415,3
415,4
416,0
416,1
416,2
416,3
418,0
418,1
419,0
419,1
419,2
419,3
419,4
419,5
419,6
419,7
419,8
419,9
420,0
420,1
420,2
421,0
421,1
421,2
421,3
421,4
421,5
421,6
423,0
423,1
423,2
424,0
424,1
425,1
429,0
429,1
429,2
429,3
429,4
429,5
429,6
429,7
431,0
431,3
431,4
431,5
437,0
437,1
437,2
437,3
438,0
438,1
438,2
438,3
438,4
438,5
440,0
440,1
440,2
440,4
440,5
440,6
443,0
443,1
443,2
443,3
443,4
443,5
443,6
445,6
445,7
445,8
445,9
445,10
445,11
448,0
448,3
448,4
448,5
448,6
448,7
449,0
449,1
449,2
449,3
449,4
449,5
452,0
452,1
452,2
452,3
453,0
453,28
453,29
453,30
454,1
455,0
455,4
456,1
456,2
456,3
456,4
456,5
457,0
457,1
457,2
457,3
457,4
458,3
459,0
459,1
462,0
462,1
462,4
462,5
464,4
464,5
464,6
464,7
467,0
467,15
467,16
467,17
467,18
467,19
467,20
467,21
467,22
469,1
469,2
470,0
470,1
470,2
470,3
471,0
471,1
471,2
471,3
471,4
471,5
471,6
471,7
471,8
473,0
473,1
473,2
473,3
473,4
473,5
473,6
473,7
473,8
473,9
476,0
476,2
476,3
477,0
477,1
477,2
477,3
477,4
477,5
477,6
477,7
477,8
477,9
478,1
478,2
479,0
479,1
479,2
480,0
480,1
480,2
480,3
480,4
480,5
480,6
480,7
481,0
481,1
481,2
481,3
481,4
481,5
481,6
484,0
484,1
484,2
484,3
485,6
485,7
485,8
485,9
485,10
485,11
488,0
488,1
488,2
488,3
488,4
488,5
488,6
488,7
488,8
489,0
489,20
490,0
490,1
490,2
491,0
492,0
492,1
494,0
494,4
494,6
494,7
495,0
495,3
495,4
498,1
498,2
500,0
500,1
500,2
500,3
501,0
501,1
501,2
501,3
502,0
502,1
502,2
502,3
502,4
502,5
503,0
503,1
503,2
503,3
505,0
505,1
505,2
506,1
506,2
506,3
506,4
506,5
506,6
506,7
507,0
507,1
507,2
508,0
508,1
508,2
508,3
508,4
508,5
508,6
508,7
508,8
509,0
509,1
509,2
509,3
509,4
512,0
512,1
512,2
512,3
512,4
512,5
512,6
512,7
512,8
512,9
513,0
513,1
513,2
513,3
513,4
515,0
515,1
515,2
515,3
515,4
515,5
517,0
517,1
518,0
518,1
518,2
518,3
519,0
519,1
519,2
520,0
522,0
522,2
522,3
522,4
526,0
526,1
527,0
527,1
527,2
527,3
528,0
528,1
528,2
528,3
528,4
528,5
528,6
529,0
529,1
529,2
529,3
529,4
529,5
529,6
529,7
529,8
532,0
532,1
532,2
532,3
532,4
532,5
533,0
533,1
533,2
534,0
534,1
534,2
534,3
537,0
537,1
537,2
540,0
540,1
540,2
540,3
540,4
543,0
543,1
543,2
544,0
544,24
544,25
547,0
547,1
548,1
550,0
550,6
550,7
558,10
561,0
561,1
561,2
563,0
563,1
563,2
565,0
565,1
565,2
565,3
565,4
565,5
565,6
565,7
565,8
565,9
565,10
565,11
565,12
565,13
565,14
565,15
565,16
568,0
568,18
568,19
568,20
568,21
568,22
568,23
572,3
572,4
572,5
572,6
572,7
573,0
573,1
573,2
573,3
573,4
574,0
574,2
574,4
574,5
574,6
574,7
574,8
574,9
577,3
578,0
578,1
581,1
582,1
582,2
582,3
582,4
582,5
582,6
582,7
582,8
582,9
582,10
583,0
583,1
585,0
585,1
585,2
585,3
585,4
586,0
587,0
587,1
587,2
590,0
590,1
590,2
590,3
596,0
596,1
596,2
596,3
596,4
596,5
596,6
596,7
596,8
597,1
597,2
600,0
600,1
600,2
600,3
600,4
600,5
600,6
600,7
600,8
600,9
601,1
601,2
601,3
603,1
603,2
603,3
603,4
605,7
607,0
607,1
607,2
607,3
609,0
609,1
610,0
610,1
610,2
611,0
611,5
611,6
612,0
612,3
612,4
612,5
613,0
613,1
613,2
614,0
614,1
615,0
615,3
615,4
615,5
615,6
615,7
615,8
615,9
615,10
615,11
615,12
615,13
615,14
615,15
615,16
615,17
615,18
615,19
615,20
615,21
615,22
615,23
615,24
615,25
615,26
615,27
618,0
618,1
618,2
618,3
618,4
618,5
618,6
619,0
619,1
619,2
619,3
619,4
620,0
620,1
620,2
620,3
621,3
621,4
621,5
622,4
622,5
622,6
622,7
622,8
622,9
622,10
622,11
624,0
624,1
624,2
624,3
626,0
626,14
627,0
627,1
627,2
627,3
628,0
629,0
629,1
629,2
630,49
630,50
630,51
630,52
630,53
630,54
630,55
630,56
630,57
633,1
635,27
635,28
636,0
636,1
636,2
636,3
638,0
638,4
649,0
649,1
652,0
652,2
652,3
652,4
652,5
652,6
652,7
652,8
652,9
652,10
654,0
654,1
654,2
656,0
656,1
656,2
656,3
656,4
656,5
656,6
656,7
658,0
658,1
659,0
659,1
659,2
659,3
659,4
659,5
659,6
659,7
659,8
659,9
659,10
659,11
659,12
659,13
661,0
661,1
661,2
668,0
668,1
668,2
669,0
669,1
669,2
669,3
669,4
670,0
670,4
670,5
670,6
670,7
673,8
675,1
675,2
676,0
676,1
676,2
676,3
676,4
676,5
676,6
677,0
677,2
677,3
677,4
677,5
677,6
677,7
677,8
677,9
677,10
677,11
677,12
677,13
677,14
677,15
677,16
677,17
677,18
677,19
677,20
677,21
677,22
677,23
677,24
677,25
677,26
677,27
677,28
677,29
677,30
677,31
677,32
677,33
677,34
677,35
677,36
677,37
677,38
677,39
677,40
677,41
677,42
677,43
677,44
677,45
677,46
677,47
677,48
677,49
677,50
677,51
677,52
677,53
677,54
677,55
677,56
677,57
677,58
677,59
677,60
677,61
677,62
677,63
677,64
677,65
677,66
677,67
677,68
680,0
680,1
680,2
681,0
681,1
681,2
682,0
682,9
682,10
682,11
686,0
686,8
686,9
686,10
686,11
686,12
686,13
686,14
686,15
686,16
686,17
686,18
686,19
686,20
686,21
688,0
688,1
688,2
688,3
688,4
689,0
689,1
689,2
689,3
689,4
690,0
690,11
690,12
690,13
690,14
690,15
691,0
691,1
691,2
691,3
691,4
691,5
691,6
691,7
691,8
691,9
691,10
691,11
695,0
695,1
695,2
695,3
695,4
696,0
696,1
696,2
696,3
696,4
696,5
696,6
697,1
697,2
697,3
697,4
698,1
698,2
698,3
698,4
698,5
698,6
702,0
702,1
702,2
703,0
703,1
703,2
703,3
703,4
703,5
704,0
704,1
705,0
705,1
705,2
705,3
708,0
708,1
710,8
712,0
712,1
712,2
712,3
714,0
714,1
714,2
715,3
717,0
717,1
717,2
718,0
718,1
718,2
718,3
718,4
718,5
719,0
719,1
719,2
719,3
719,4
719,5
719,6
721,0
721,4
721,5
721,6
721,7
721,8
721,9
721,10
721,11
721,12
721,13
721,14
721,15
721,16
721,17
724,1
724,2
724,3
727,0
727,1
727,2
727,3
730,5
730,6
732,0
732,1
735,0
735,3
736,0
737,0
737,1
737,2
739,0
739,1
739,2
739,3
739,4
739,5
740,0
740,1
740,2
740,3
741,0
741,1
741,2
741,3
741,4
743,4
743,5
743,6
743,7
743,8
745,3
745,4
745,5
745,6
748,0
748,1
748,2
748,3
748,4
748,5
751,0
751,1
751,2
751,3
751,4
751,5
751,6
751,7
751,8
751,9
751,10
751,11
754,0
754,1
754,2
754,3
754,4
754,5
755,0
759,0
759,1
759,2
759,3
759,4
762,0
762,1
762,2
762,3
764,0
764,1
767,0
767,1
767,2
767,3
767,4
767,5
767,6
771,0
771,1
771,2
772,1
775,0
775,1
775,2
775,3
776,3
777,0
777,6
777,7
777,8
777,9
777,10
777,11
777,12
777,13
777,14
777,15
778,0
778,1
778,2
778,3
778,4
780,0
780,1
781,8
783,0
783,1
783,2
783,3
783,4
783,5
785,0
785,1
786,12
786,13
786,14
786,15
788,1
788,2
788,3
788,4
788,5
788,6
789,1
789,2
789,3
793,0
793,1
793,2
793,3
793,4
793,5
794,0
794,1
794,2
794,3
795,0
795,1
795,2
795,3
795,4
798,0
798,1
798,2
798,3
800,0
800,1
800,2
803,0
803,1
803,2
803,3
804,0
804,1
804,2
804,3
804,4
806,0
806,1
806,2
806,3
806,4
806,5
807,0
807,1
807,2
809,0
809,3
809,4
809,5
809,6
809,7
809,8
809,9
809,10
809,11
809,12
809,13
809,14
809,15
809,16
809,17
809,18
809,19
809,20
809,21
809,22
809,23
809,24
809,25
809,26
809,27
809,28
814,1
814,2
816,0
816,1
816,2
816,3
816,4
816,5
819,7
819,8
820,0
820,1
820,2
820,3
820,4
822,0
822,1
822,2
822,4
822,5
822,6
822,7
822,8
822,9
822,10
822,11
822,12
822,13
822,14
822,15
822,16
823,0
823,1
824,0
824,1
824,2
824,3
825,0
825,1
825,2
826,0
826,1
826,2
826,3
826,4
828,0
828,1
828,2
828,3
828,4
829,0
829,2
829,3
829,4
830,0
830,1
830,2
830,3
832,0
832,1
835,4
835,5
835,6
836,3
836,4
836,9
836,11
836,12
836,13
836,14
836,15
836,16
836,17
837,0
837,1
837,2
837,3
837,4
837,5
837,6
838,1
838,2
838,3
838,4
838,5
838,6
838,7
840,0
840,1
840,2
843,0
843,1
844,0
844,1
844,2
844,3
844,4
844,5
844,6
845,0
845,1
845,2
846,0
846,1
848,8
849,0
849,1
849,2
849,3
851,0
851,1
851,2
851,3
851,4
851,5
854,4
854,5
856,0
856,1
856,2
856,3
856,4
857,0
857,1
857,2
857,3
857,4
859,8
859,9
861,4
863,0
863,1
863,2
863,3
863,6
863,13
865,0
865,1
867,4
867,13
867,14
867,15
867,16
867,17
868,0
868,1
868,2
868,3
869,0
869,1
869,2
869,3
869,4
871,0
871,1
871,2
871,3
871,4
871,5
871,6
873,0
876,0
876,5
876,6
877,0
877,7
877,8
877,9
877,10
877,11
879,0
879,3
879,4
879,5
879,6
879,7
879,8
880,13
880,14
882,0
882,1
882,2
882,3
882,4
882,5
882,6
882,7
882,8
883,0
883,1
885,1
886,4
887,0
887,1
887,2
887,3
887,4
887,5
887,6
887,7
887,8
887,9
887,10
887,11
887,12
887,13
887,14
887,15
887,16
888,0
888,1
888,2
888,3
888,4
888,5
888,6
888,7
888,8
889,0
889,1
890,0
890,1
891,7
891,8
891,9
891,10
891,11
891,12
891,13
891,14
891,15
891,16
891,17
893,0
893,1
895,0
895,1
895,2
895,3
895,4
895,5
895,6
895,7
895,8
895,9
895,10
895,11
895,12
895,13
895,14
895,15
895,16
895,17
895,18
895,19
895,20
895,21
895,22
895,23
895,24
895,25
895,26
895,27
895,28
895,29
898,0
898,1
898,2
898,3
898,4
899,0
899,5
899,6
899,7
899,8
900,1
900,2
900,3
900,4
901,1
901,2
901,3
901,4
901,5
902,0
902,1
902,2
902,3
903,6
905,0
905,1
905,2
905,3
905,4
905,5
905,6
906,0
906,1
906,2
906,3
906,4
906,5
909,0
909,2
909,4
909,5
909,6
909,7
909,8
909,9
910,1
913,1
916,1
916,2
916,3
916,4
916,5
917,0
917,4
917,5
917,6
917,7
917,8
917,9
921,0
921,1
921,2
921,3
921,4
921,5
921,6
922,0
922,1
922,2
923,0
923,2
924,0
924,1
924,2
924,3
926,1
927,0
927,2
927,3
929,0
929,1
930,2
930,3
930,4
931,0
931,1
931,2
935,0
935,1
935,2
935,3
935,4
935,5
937,0
937,1
937,2
937,3
937,4
939,1
939,2
939,3
939,4
941,0
941,1
942,0
942,1
942,2
942,3
942,4
942,5
942,6
942,7
942,8
943,0
943,1
944,1
944,2
944,3
944,4
944,5
944,6
944,7
945,0
945,1
945,2
945,3
945,4
945,5
949,0
949,1
949,2
949,3
949,4
949,5
949,6
949,7
949,8
949,9
949,10
949,11
949,12
949,13
951,0
951,1
952,0
952,1
952,2
952,3
952,4
952,5
952,6
952,7
953,0
953,1
953,2
953,3
953,4
953,5
953,6
953,7
953,8
953,9
953,10
953,11
954,0
954,1
954,2
954,3
955,2
955,3
955,4
956,0
956,1
956,2
956,3
956,4
956,5
956,6
956,7
956,8
958,0
958,1
958,2
958,3
958,4
959,0
959,1
959,2
959,3
959,4
961,0
961,1
961,2
961,3
962,0
962,1
962,2
962,3
962,4
965,3
965,4
965,5
965,6
965,7
969,0
969,1
970,0
970,1
970,2
970,3
970,4
973,0
973,53
975,0
976,0
976,1
977,0
977,1
977,2
978,0
978,1
978,2
979,0
979,2
979,3
979,4
979,5
979,6
979,7
979,8
979,9
979,10
979,11
979,12
980,0
980,1
980,2
981,0
981,1
981,2
981,3
983,0
983,2
983,3
984,0
984,1
984,2
984,3
984,4
984,5
985,0
985,1
985,2
985,3
985,4
985,5
985,6
985,7
985,8
985,9
985,10
985,11
985,12
986,3
986,4
986,5
986,6
986,7
988,0
988,1
988,2
991,0
991,1
991,2
991,3
991,4
992,0
992,1
992,2
992,3
992,4
992,5
993,0
993,1
994,0
994,1
994,2
994,3
996,0
996,1
998,0
998,1
999,0
999,1
999,2
999,3
999,4
1000,0
1000,1
1000,2
1000,3
1000,4
1000,5
1000,6
1000,7
1000,8
1000,9
1004,1
1004,2
1004,3
1004,4
1005,0
1005,1
1005,2
1005,3
1005,4
1005,5
1005,6
1005,7
1006,0
1006,1
1006,2
1006,3
1006,4
1006,5
1006,6
1006,7
1008,0
1008,1
1008,2
1009,0
1009,1
1009,2
1009,3
1009,4
1009,5
1009,6
1009,7
1009,8
1009,9
1009,10
1009,11
1009,12
1009,13
1009,14
1009,15
1009,16
1011,0
1011,1
1011,2
1011,3
1011,4
1011,5
1012,0
1012,1
1012,2
1012,3
1018,0
1018,1
1018,2
1019,0
1019,6
1019,7
1019,8
1020,0
1020,1
1020,2
1020,3
1022,1
1022,2
1022,3
1022,4
1022,5
1026,20
1026,21
1026,22
1026,23
1026,24
1027,1
1028,0
1028,1
1028,2
1029,2
1029,3
1029,4
1029,5
1029,6
1030,0
1030,1
1030,2
1030,3
1033,0
1033,1
1033,2
1034,0
1034,1
1034,2
1034,3
1034,4
1035,0
1036,0
1036,1
1036,2
1036,3
1036,4
1037,0
1037,1
1037,2
1037,3
1039,3
1039,4
1039,5
1040,0
1040,1
1040,2
1040,3
1040,4
1040,5
1040,6
1040,7
1040,8
1040,9
1040,10
1041,0
1041,1
1041,2
1041,3
1042,0
1042,2
1042,3
1042,4
1042,5
1042,6
1042,7
1042,8
1042,9
1042,10
1042,11
1042,12
1042,13
1042,14
1042,15
1042,16
1042,17
1042,18
1042,19
1044,0
1044,1
1044,2
1045,0
1045,1
1045,2
1048,0
1048,1
1048,2
1053,0
1053,1
1058,0
1058,1
1058,2
1058,3
1058,4
1058,5
1058,6
1059,0
1059,1
1059,2
1062,0
1062,2
1062,3
1062,4
1062,5
1062,6
1062,7
1062,8
1062,9
1062,10
1062,11
1063,0
1063,1
1063,2
1063,3
1065,0
1065,2
1066,0
1066,4
1066,5
1068,4
1068,5
1068,6
1068,7
1070,2
1070,3
1073,0
1073,2
1073,3
1073,4
1073,5
1073,6
1077,0
1077,1
1077,2
1077,3
1079,0
1079,1
1079,2
1079,3
1079,4
1079,5
1080,0
1080,1
1081,0
1081,1
1081,2
1083,1
1084,0
1084,1
1084,2
1086,0
1086,1
1086,2
1087,0
1087,6
1087,7
1087,8
1091,0
1091,1
1091,2
1091,3
1091,4
1092,0
1092,1
1092,2
1092,3
1092,4
1093,1
1096,55
1096,56
1096,57
1096,58
1096,59
1096,60
1096,61
1099,0
1099,3
1099,4
1100,0
1100,3
1100,4
1101,1
1101,4
1101,5
1101,6
1101,7
1101,8
1103,0
1103,1
1103,2
1103,3
1103,4
1103,5
1103,6
1103,7
1103,8
1103,9
1103,10
1103,11
1103,12
1103,13
1103,14
1103,15
1106,0
1106,5
1106,6
1106,7
1107,0
1107,4
1107,5
1107,6
1107,7
1107,8
1107,9
1107,10
1107,11
1107,12
1107,13
1107,14
1107,15
1108,0
1108,1
1108,2
1108,3
1108,4
1109,0
1109,1
1109,2
1110,0
1110,1
1112,0
1112,1
1112,2
1112,3
1112,4
1114,0
1114,1
1115,5
1117,4
1117,5
1117,6
1117,7
1117,8
1117,9
1119,3
1120,0
1120,1
1121,0
1121,1
1121,2
1121,3
1121,4
1122,2
1127,0
1127,1
1128,0
1128,1
1128,2
1128,3
1129,0
1129,2
1129,3
1130,0
1130,1
1130,2
1130,3
1131,0
1131,1
1131,2
1131,3
1131,4
1131,5
1134,0
1134,1
1134,2
1134,3
1134,4
1134,5
1134,6
1134,7
1134,8
1134,9
1134,10
1134,11
1135,0
1135,1
1135,2
1135,3
1135,4
1135,5
1135,6
1135,7
1135,8
1135,9
1135,10
1135,11
1135,12
1135,13
1135,14
1135,15
1135,16
1135,17
1140,0
1140,1
1140,2
1140,3
1141,1
1141,2
1141,3
1141,4
1141,5
1149,2
1149,3
1149,4
1149,5
1152,0
1152,1
1153,0
1153,1
1153,2
1153,3
1153,4
1153,5
1153,6
1154,1
1154,2
1154,3
1157,8
1158,0
1158,1
1158,2
1158,3
1158,4
1158,5
1158,6
1158,7
1159,3
1162,0
1162,1
1162,2
1163,0
1163,4
1163,5
1163,6
1163,7
1163,8
1165,2
1165,3
1165,4
1169,0
1174,0
1174,1
1174,2
1174,3
1174,4
1174,5
1175,0
1175,1
1175,2
1175,3
1175,4
1176,0
1176,1
1176,2
1176,3
1176,4
1176,5
1176,6
1176,7
1176,8
1180,0
1180,1
1180,2
1180,3
1182,8
1182,9
1182,10
1182,11
1185,0
1185,1
1187,0
1187,1
1187,2
1188,0
1188,1
1188,2
1188,3
1188,4
1188,5
1188,6
1188,7
1188,8
1188,9
1188,10
1188,11
1188,12
1188,13
1188,14
1188,15
1189,0
1189,1
1189,2
1189,3
1189,4
1191,5
1191,6
1191,7
1191,8
1191,9
1193,0
1193,1
1193,2
1193,3
1193,4
1193,5
1194,0
1194,1
1194,2
1194,3
1194,4
1194,5
1194,6
1194,7
1194,8
1194,9
1194,10
1194,11
1194,12
1194,13
1194,14
1194,15
1194,16
1194,17
1194,18
1196,0
1196,1
1196,2
1196,3
1196,4
1196,5
1199,0
1199,1
1199,2
1200,0
1200,1
1201,0
1201,2
1201,3
1201,4
1201,5
1201,6
1201,7
1201,8
1201,9
1203,0
1203,1
1203,2
1203,3
1203,4
1203,5
1205,0
1205,1
1205,2
1205,3
1205,4
1205,5
1205,6
1205,7
1206,0
1206,1
1206,2
1206,3
1206,4
1208,1
1208,2
1208,3
1208,4
1209,0
1209,1
1209,2
1210,1
1210,2
1210,3
1210,4
1210,5
1210,6
1210,7
1210,8
1210,9
1211,0
1211,1
1211,2
1211,3
1211,4
1211,5
1211,6
1211,7
1211,8
1211,9
1211,10
1211,11
1211,12
1211,13
1211,14
1214,59
1218,2
1218,3
1218,4
1218,5
1219,0
1219,1
1221,0
1221,1
1221,2
1221,3
1221,4
1221,5
1223,0
1223,1
1223,2
1223,3
1223,4
1223,5
1224,0
1224,1
1227,1
1227,2
1227,3
1227,4
1227,5
1227,6
1227,7
1227,8
1227,9
1227,10
1227,11
1227,12
1227,13
1227,14
1227,15
1227,16
1227,17
1227,18
1227,19
1227,20
1227,21
1227,22
1227,23
1229,0
1229,1
1229,2
1229,3
1229,4
1230,1
1230,2
1230,3
1230,4
1230,5
1230,6
1233,0
1233,1
1233,2
1235,0
1235,1
1236,0
1236,1
1236,2
1236,3
1236,4
1236,5
